Target,Accessions,Compounds
Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical],P50583,1
Kelch-like ECH-associated protein 1/Cyclin-dependent kinase 9,P50750|Q14145,1
Microtubule-associated protein 1 light chain 3 beta/Cyclin-dependent kinase 9,P50750|Q9GZQ8,1
Protein cereblon/Interleukin-1 receptor-associated kinase 1,P51617|Q96SW2,1
Ubiquitin-conjugating enzyme E2 D1,P51668,1
Vesicle-associated membrane protein 7,P51809,1
Ribosomal protein S6 kinase alpha-1/alpha-3,P51812|Q15418,1
AF4/FMR2 family member 2,P51816,1
Aldo-keto reductase family 1 member D1,P51857,1
CDK9/Cyclin-H,P51946|P50750,1
HEC1/NEK2,P51955|O14777,1
NEK kinase,P51955|Q9HC98|Q8TDX7|Q6P3R8|Q8TD19|Q8NG66|P51956|P51957|Q96PY6|Q86SG6|Q6ZWH5,1
von Hippel-Lindau disease tumor suppressor/Importin subunit alpha-1,P52292|P40337,1
Protein cereblon/Importin subunit alpha-1,P52292|Q96SW2,1
Importin subunit alpha-5,P52294,1
Nuclear cap-binding protein subunit 2,P52298,1
JAK2/JAK3,P52333|O60674,1
"DNA-directed RNA polymerases I, II, and III subunit RPABC3",P52434,1
LC3/Kinesin-like protein KIF11,P52732|Q9BXW4|Q9GZQ8|Q9H492,1
Zinc finger protein 131,P52739,1
Beta-chimaerin,P52757,1
Hexokinase-3,P52790,1
ADP-ribosyltransferase,P52961,1
Arfaptin-2,P53365,1
JNK2/JNK3,P53779|P45984,1
Methylosome subunit pICln,P54105,1
Protein HIRA,P54198,1
Mismatch repair endonuclease PMS2,P54278,1
Voltage-dependent N-type calcium channel subunit alpha-1B/Voltage-dependent calcium channel subunit alpha-2/delta-1/Voltage-dependent L-type calcium channel subunit beta-3,P54289|Q00975|P54284,1
Sodium/potassium-transporting ATPase subunit beta-3,P54709,1
von Hippel-Lindau disease tumor suppressor/Ephrin type-B receptor 4,P54760|P40337,1
Alpha-soluble NSF attachment protein,P54920,1
Solute carrier family 12 member 3,P55017,1
Aquaporin-5,P55064,1
Microfibrillar-associated protein 1,P55081,1
RNA polymerase II elongation factor ELL,P55199,1
Protein SEC13 homolog,P55735,1
Heterogeneous nuclear ribonucleoprotein H2,P55795,1
Peroxisomal biogenesis factor 3,P56589,1
Ubiquitin-associated and SH3 domain-containing protein A,P57075,1
Poly(rC)-binding protein 3,P57721,1
A disintegrin and metalloproteinase with thrombospondin motifs 12,P58397,1
Myotrophin,P58546,1
Protein transport protein Sec61 subunit gamma,P60059,1
Speckle-type POZ protein/PTEN,P60484|O43791,1
Serine/threonine-protein phosphatase 4 catalytic subunit,P60510,1
Protein S100-A10,P60903,1
CDC42/Intersectin-1,P60953|Q15811,1
Signal peptidase complex subunit 3,P61009,1
Ras-related protein Rab-2A,P61019,1
Cyclin-dependent kinases regulatory subunit 1,P61024,1
Large ribosomal subunit protein eL43,P61513,1
Rho GEF 11/Transforming protein RhoA,P61586|O15085,1
Protein diaphanous homolog 1/Transforming protein RhoA,P61586|O60610,1
Proto-oncogene DBL/Transforming protein RhoA,P61586|P10911,1
A-kinase anchor protein 13/Transforming protein RhoA,P61586|Q12802,1
Rho GTPase-activating protein 35/Transforming protein RhoA,P61586|Q9NRY4,1
Syntaxin-binding protein 1,P61764,1
Beta-2-microglobulin,P61769,1
Ubiquitin-fold modifier 1,P61960,1
AP-1 complex subunit sigma-1A,P61966,1
Mitochondrial import inner membrane translocase subunit Tim10,P62072,1
Ubiquitin-conjugating enzyme E2 H,P62256,1
Small ribosomal subunit protein uS11,P62263,1
Small nuclear ribonucleoprotein F,P62306,1
Small nuclear ribonucleoprotein Sm D1,P62314,1
Thymosin beta-4,P62328,1
Eukaryotic peptide chain release factor subunit 1,P62495,1
von Hippel-Lindau disease tumor suppressor/Estrogen-related receptor gamma,P62508|P40337,1
CCHC-type zinc finger nucleic acid binding protein,P62633,1
Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,P62714,1
Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,P62873,1
"DNA-directed RNA polymerases I, II, and III subunit RPABC5",P62875,1
Ubiquitin-ribosomal protein eL40 fusion protein,P62987,1
Eukaryotic translation initiation factor 5A-1,P63241,1
Thymosin beta-10,P63313,1
"Actin, alpha cardiac muscle 1",P68032,1
Hemoglobin subunit gamma-1,P69891,1
Hemoglobin subunit gamma-2,P69892,1
Phosphoserine phosphatase,P78330,1
Eukaryotic translation initiation factor 4 gamma 2,P78344,1
Ribonuclease P protein subunit p30,P78346,1
Oxidized low-density lipoprotein receptor 1,P78380,1
UDP-galactose translocator,P78381,1
CMP-sialic acid transporter,P78382,1
"Keratin, type II cuticular Hb3",P78385,1
"Keratin, type II cuticular Hb5",P78386,1
mRNA export factor RAE1,P78406,1
Protein jagged-1,P78504,1
Double-stranded RNA-specific editase 1,P78563,1
von Hippel-Lindau disease tumor suppressor/Mitogen-activated protein kinase kinase kinase 9,P80192|P40337,1
Nucleobindin-2,P80303,1
Small ribosomal subunit protein mS22,P82650,1
Small ribosomal subunit protein mS35,P82673,1
Small ribosomal subunit protein mS34,P82930,1
Small ribosomal subunit protein uS9m,P82933,1
SAP domain-containing ribonucleoprotein,P82979,1
Orexigenic neuropeptide QRFP,P83859,1
Large ribosomal subunit protein eL19,P84098,1
Histone H3.3,P84243,1
Forkhead box protein K1,P85037,1
SHC-transforming protein 2,P98077,1
Basement membrane-specific heparan sulfate proteoglycan core protein,P98160,1
IAP-Tyrosine-protein kinase BTK,P98170|Q06187|Q13489|Q13490,1
"FYVE, RhoGEF and PH domain-containing protein 1",P98174,1
Calcium-transporting ATPase type 2C member 1,P98194,1
CDK5/Cyclin D3,Q00535|P30281,1
Receptor expression-enhancing protein 5,Q00765,1
GSPT1/E3 ubiquitin-protein ligase Mdm2,Q00987|P15170,1
Adenylyl cyclase-associated protein 1,Q01518,1
Friend leukemia integration 1 transcription factor,Q01543,1
von Hippel-Lindau disease tumor suppressor/Tyrosine-protein kinase transmembrane receptor ROR2,Q01974|P40337,1
von Hippel-Lindau disease tumor suppressor/Mitogen-activated protein kinase kinase kinase 10,Q02779|P40337,1
Large ribosomal subunit protein eL6,Q02878,1
A-kinase anchor protein 12,Q02952,1
Paired box protein Pax-2,Q02962,1
Glutathione S-transferase Mu 4,Q03013,1
Histone-lysine N-methyltransferase MECOM,Q03112,1
Guanine nucleotide-binding protein subunit alpha-12,Q03113,1
CCAAT/enhancer-binding protein zeta,Q03701,1
Copper-transporting ATPase 1,Q04656,1
Neurogenic locus notch homolog protein 2,Q04721,1
Proteolipid protein 2,Q04941,1
Ubiquitin-protein ligase E3A,Q05086,1
Caldesmon,Q05682,1
Collagen alpha-1(XIV) chain,Q05707,1
Dual specificity protein phosphatase 2,Q05923,1
Baculoviral IAP repeat-containing protein 2/Tyrosine-protein kinase BTK,Q06187|Q13490,1
Amidophosphoribosyltransferase,Q06203,1
Lymphotoxin-beta,Q06643,1
Large ribosomal subunit protein eL18,Q07020,1
"Complement component 1 Q subcomponent-binding protein, mitochondrial",Q07021,1
Tight junction protein 1,Q07157,1
Apoptosis regulator BAX/Bcl-2-related protein A1,Q07812|Q16548,1
von Hippel-Lindau disease tumor suppressor/Son of sevenless homolog 1/GTPase KRas,Q07889|P01116|P40337,1
Voltage-dependent L-type calcium channel subunit beta-2,Q08289,1
Protein cereblon/Epithelial discoidin domain-containing receptor 1,Q08345|Q96SW2,1
Golgin subfamily A member 3,Q08378,1
Golgin subfamily A member 2,Q08379,1
Lysyl oxidase homolog 1,Q08397,1
Desmocollin-1,Q08554,1
"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A",Q09328,1
Heat shock 70 kDa protein 14,Q0VDF9,1
Secernin-3,Q0VDG4,1
Ubiquitin carboxyl-terminal hydrolase 17-like protein 24,Q0WX57,1
Fatty acid-binding protein 9,Q0Z7S8,1
Polypeptide N-acetylgalactosaminyltransferase 1,Q10472,1
AP-1 complex subunit beta-1,Q10567,1
Mitochondrial-processing peptidase subunit alpha,Q10713,1
Transmembrane protein 94,Q12767,1
Transducin beta-like protein 3,Q12788,1
General transcription factor 3C polypeptide 1,Q12789,1
Contactin-1,Q12860,1
Chromodomain-helicase-DNA-binding protein 3,Q12873,1
Vesicular integral-membrane protein VIP36,Q12907,1
"Nuclear factor of activated T-cells, cytoplasmic 3",Q12968,1
PR domain zinc finger protein 2,Q13029,1
Cell division cycle protein 16 homolog,Q13042,1
E3 ubiquitin-protein ligase makorin-3,Q13064,1
COP9 signalosome complex subunit 1,Q13098,1
Chromatin assembly factor 1 subunit B,Q13112,1
Calcium-binding and coiled-coil domain-containing protein 2,Q13137,1
Protein cereblon/Serine/threonine-protein kinase PAK 2,Q13177|Q96SW2,1
Probable ATP-dependent RNA helicase DDX10,Q13206,1
Ras GTPase-activating protein-binding protein 1,Q13283,1
Voltage-gated potassium channel subunit beta-2,Q13303,1
Cyclin-dependent kinase inhibitor 1B/S-phase kinase-associated protein 2,Q13309|P46527,1
S-phase kinase-associated protein 1/2,Q13309|P63208,1
von Hippel-Lindau disease tumor suppressor/Serine-protein kinase ATM,Q13315|P40337,1
Serine-protein kinase ATM/ATR,Q13315|Q13535,1
Metastasis-associated protein MTA1,Q13330,1
RING-type E3 ubiquitin-protein ligase PPIL2,Q13356,1
Ubiquitin-conjugating enzyme E2 variant 1,Q13404,1
28 kDa heat- and acid-stable phosphoprotein,Q13442,1
Mothers against decapentaplegic homolog 4,Q13485,1
Baculoviral IAP repeat-containing protein 2/Prostaglandin E synthase,Q13490|O14684,1
Baculoviral IAP repeat-containing protein 2/Hematopoietic prostaglandin D synthase,Q13490|O60760,1
Baculoviral IAP repeat-containing protein 2/Transforming acidic coiled-coil-containing protein 3,Q13490|Q9Y6A5,1
Phosphatidylinositol-binding clathrin assembly protein,Q13492,1
Metaxin-1,Q13505,1
Protein cereblon/Receptor-interacting serine/threonine-protein kinase 1,Q13546|Q96SW2,1
von Hippel-Lindau disease tumor suppressor/Histone deacetylase 1/Lysine-specific histone demethylase 1A/REST corepressor 1,Q13547|O60341|P40337|Q9UKL0,1
SNW domain-containing protein 1,Q13573,1
Sorting nexin-1,Q13596,1
Phosphatidylinositol-3-phosphate phosphatase MTMR1,Q13613,1
Cullin-1/S-phase kinase-associated protein 1,Q13616|P63208,1
Cullin-2,Q13617,1
43 kDa receptor-associated protein of the synapse,Q13702,1
Nascent polypeptide-associated complex subunit alpha,Q13765,1
Integrin alpha-9,Q13797,1
Plakophilin-1,Q13835,1
Bystin,Q13895,1
Cyclin-I,Q14094,1
Interleukin-18,Q14116,1
Dystroglycan 1,Q14118,1
Ubiquitin conjugation factor E4 A,Q14139,1
Septin-6,Q14141,1
von Hippel-Lindau disease tumor suppressor/Inhibitor of nuclear factor kappa-B kinase subunit epsilon,Q14164|P40337,1
Tubulin--tyrosine ligase-like protein 12,Q14166,1
Dedicator of cytokinesis protein 1,Q14185,1
Transcription factor Dp-1,Q14186,1
Transcription factor Dp-2,Q14188,1
Dynactin subunit 1,Q14203,1
Translation initiation factor eIF2B subunit alpha,Q14232,1
Ensconsin,Q14244,1
"Endonuclease G, mitochondrial",Q14249,1
Protein FRG1,Q14331,1
Guanidinoacetate N-methyltransferase,Q14353,1
Polypeptide N-acetylgalactosaminyltransferase 3,Q14435,1
G-protein coupled receptor 176,Q14439,1
DDB1- and CUL4-associated factor 15/RNA-binding protein 39,Q14498|Q66K64,1
ATP-sensitive inward rectifier potassium channel 12,Q14500,1
Hyaluronan-binding protein 2,Q14520,1
"Keratin, type II cuticular Hb1",Q14533,1
Protein disulfide-isomerase A5,Q14554,1
ATP-dependent RNA helicase DHX8,Q14562,1
EKC/KEOPS complex subunit LAGE3,Q14657,1
Pumilio homolog 1,Q14671,1
Mediator of DNA damage checkpoint protein 1,Q14676,1
Clathrin interactor 1,Q14677,1
Ribosomal RNA processing protein 1 homolog B,Q14684,1
Raftlin,Q14699,1
Voltage-gated potassium channel subunit beta-1,Q14722,1
Major facilitator superfamily domain-containing protein 10,Q14728,1
Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform,Q14738,1
Conserved oligomeric Golgi complex subunit 2,Q14746,1
Sodium-dependent phosphate transport protein 1,Q14916,1
Ras-related protein Rab-39A,Q14964,1
Proteasome activator complex subunit 4,Q14997,1
E3 ubiquitin-protein ligase SHPRH,Q149N8,1
Condensin complex subunit 2,Q15003,1
Protein cereblon/PCNA-associated factor,Q15004|Q96SW2,1
ER membrane protein complex subunit 2,Q15006,1
Pre-mRNA-splicing regulator WTAP,Q15007,1
26S proteasome non-ATPase regulatory subunit 6,Q15008,1
Septin-2,Q15019,1
"Spliceosome associated factor 3, U4/U6 recycling protein",Q15020,1
Condensin complex subunit 1,Q15021,1
Microtubule-associated protein 1 light chain 3 beta/Polycomb protein SUZ12,Q15022|Q9GZQ8,1
Membrane protein MLC1,Q15049,1
Ribosome biogenesis regulatory protein homolog,Q15050,1
Rho guanine nucleotide exchange factor 6,Q15052,1
DNA polymerase delta subunit 3,Q15054,1
Kinesin-like protein KIF14,Q15058,1
Speckle-type POZ protein-Bromodomain-containing protein 3,Q15059|O43791,1
Proteasomal ubiquitin receptor ADRM1/Bromodomain-containing protein 3,Q15059|Q16186,1
Mitochondrial inner membrane protein OXA1L,Q15070,1
Early endosome antigen 1,Q15075,1
PD1-PDL2,Q15116|Q9BQ51,1
"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase/Delta(24)-sterol reductase",Q15125|Q15392,1
Ras-related protein Rab-35,Q15286,1
Reticulocalbin-1,Q15293,1
Zinc finger MYND domain-containing protein 11,Q15326,1
Transmembrane emp24 domain-containing protein 2,Q15363,1
Elongin-B,Q15370,1
Angiopoietin-1,Q15389,1
Protein cereblon/Delta(24)-sterol reductase,Q15392|Q96SW2,1
Ras suppressor protein 1,Q15404,1
Splicing factor 3B subunit 4,Q15427,1
Protein phosphatase 1 regulatory subunit 7,Q15435,1
Transcription initiation factor TFIID subunit 5,Q15542,1
Transcription initiation factor TFIID subunit 11,Q15544,1
TATA box-binding protein-associated factor RNA polymerase I subunit A,Q15573,1
Transforming growth factor-beta-induced protein ig-h3,Q15582,1
Protein cereblon/Nuclear receptor coactivator 2,Q15596|Q96SW2,1
Translocating chain-associated membrane protein 1,Q15629,1
Microtubule-associated protein RP/EB family member 1,Q15691,1
p38 MAP kinase alpha/beta,Q15759|Q16539,1
Myeloid leukemia factor 2,Q15773,1
Protein cereblon/Nuclear receptor coactivator 1,Q15788|Q96SW2,1
Methylsterol monooxygenase 1,Q15800,1
Voltage-dependent R-type calcium channel subunit alpha-1E,Q15878,1
Microtubule-associated protein 1 light chain 3 beta/Histone-lysine N-methyltransferase EZH2,Q15910|Q9GZQ8,1
Antithrombin,Q15950,1
Protein cereblon/Proteasomal ubiquitin receptor ADRM1,Q16186|Q96SW2,1
EWS-Fli1 protein,Q16198,1
Ecto-NOX disulfide-thiol exchanger 2,Q16206,1
Potassium voltage-gated channel subfamily A member 10,Q16322,1
26S proteasome non-ATPase regulatory subunit 5,Q16401,1
Serine/threonine-protein kinase N1/Transforming protein RhoA,Q16512|P61586,1
BCL2A11/BBC3,Q16548|Q9BXH1,1
Large conductance calcium-activated potassium channel subfamily M beta member 1,Q16558,1
Atypical chemokine receptor 1,Q16570,1
Transcription initiation factor TFIID subunit 9,Q16594,1
Bcl-2 homologous antagonist/killer,Q16611,1
Tafazzin,Q16635,1
Drebrin,Q16643,1
Ubiquitin-conjugating enzyme E2 S,Q16763,1
Protein-tyrosine phosphatase D1,Q16825,1
LC3/Discoidin domain-containing receptor 2,Q16832|Q9BXW4|Q9GZQ8|Q9H492,1
"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",Q16836,1
UTP--glucose-1-phosphate uridylyltransferase,Q16851,1
"Deoxyguanosine kinase, mitochondrial",Q16854,1
Centrosome and spindle pole-associated protein 1,Q1MSJ5,1
Inverted formin-2,Q27J81,1
WASH complex subunit 4,Q2M389,1
DNA excision repair protein ERCC-6-like,Q2NKX8,1
WD40 repeat-containing protein SMU1,Q2TAY7,1
Chromodomain-helicase-DNA-binding protein 9,Q3L8U1,1
Triokinase/FMN cyclase,Q3LXA3,1
Cytosolic phospholipase A2 epsilon,Q3MJ16,1
Rab-like protein 6,Q3YEC7,1
Vacuolar ATPase assembly integral membrane protein VMA21,Q3ZAQ7,1
Tubulin beta-8 chain,Q3ZCM7,1
Vacuolar protein sorting-associated protein 26B,Q4G0F5,1
"Malonate--CoA ligase ACSF3, mitochondrial",Q4G176,1
Prolyl endopeptidase-like,Q4J6C6,1
B-cell CLL/lymphoma 7 protein family member A,Q4VC05,1
Glycerol-3-phosphate acyltransferase 3,Q53EU6,1
"FAST kinase domain-containing protein 1, mitochondrial",Q53R41,1
TATA box-binding protein-associated factor RNA polymerase I subunit B,Q53T94,1
OCIA domain-containing protein 2,Q56VL3,1
Transmembrane protein 41B,Q5BJD5,1
Protein YIF1B,Q5BJH7,1
Nucleolar MIF4G domain-containing protein 1,Q5C9Z4,1
Filaggrin-2,Q5D862,1
Immunoglobulin superfamily member 11,Q5DX21,1
Kita-kyushu lung cancer antigen 1,Q5H943,1
Olfactory receptor 10J3,Q5JRS4,1
Dedicator of cytokinesis protein 11,Q5JSL3,1
RRP12-like protein,Q5JTH9,1
Torsin-1A-interacting protein 1,Q5JTV8,1
Testis-expressed protein 30,Q5JUR7,1
Serine/threonine-protein phosphatase 4 regulatory subunit 3B,Q5MIZ7,1
Alkaline ceramidase 2,Q5QJU3,1
Histone H2B type 2-F,Q5QNW6,1
Nucleoporin NUP188,Q5SRE5,1
Centrosomal protein of 170 kDa,Q5SW79,1
Protein phosphatase 1 regulatory subunit 15B,Q5SWA1,1
snRNA-activating protein complex subunit 4,Q5SXM2,1
UBX domain-containing protein 11,Q5T124,1
"Probable arginine--tRNA ligase, mitochondrial",Q5T160,1
Putative methyltransferase C9orf114,Q5T280,1
BEN domain-containing protein 3,Q5T5X7,1
Kinesin-like protein KIF24,Q5T7B8,1
Zinc finger protein 618,Q5T7W0,1
RNA-binding protein 26,Q5T8P6,1
Rootletin,Q5TZA2,1
Transmembrane protein 164,Q5U3C3,1
Regulation of nuclear pre-mRNA domain-containing protein 2,Q5VT52,1
Cytosolic carboxypeptidase 6,Q5VU57,1
BRO1 domain-containing protein BROX,Q5VW32,1
Protein GPR107,Q5VW38,1
Transcription initiation factor TFIID subunit 3,Q5VWG9,1
MICOS complex subunit MIC13,Q5XKP0,1
Zinc finger protein with KRAB and SCAN domains 2,Q63HK3,1
Protein FAM91A1,Q658Y4,1
Tensin-3,Q68CZ2,1
Male-specific lethal 1 homolog,Q68DK7,1
Uncharacterized protein C18orf63,Q68DL7,1
BTB/POZ domain-containing protein KCTD11,Q693B1,1
Cell division cycle-associated protein 2,Q69YH5,1
Cytospin-A,Q69YQ0,1
HEAT repeat-containing protein 6,Q6AI08,1
von Hippel-Lindau disease tumor suppressor/Lysine-specific demethylase 4D,Q6B0I6|P40337,1
Zinc finger protein 787,Q6DD87,1
Protein-lysine N-trimethyltransferase SMYD5,Q6GMV2,1
Twinfilin-2,Q6IBS0,1
"rRNA methyltransferase 1, mitochondrial",Q6IN84,1
Serine/threonine-protein phosphatase 4 regulatory subunit 3A,Q6IN85,1
CapZ-interacting protein,Q6JBY9,1
PWWP domain-containing protein 2B,Q6NUJ5,1
Epithelial splicing regulatory protein 1,Q6NXG1,1
TELO2-interacting protein 2,Q6NXR4,1
Ankyrin repeat domain-containing protein 54,Q6NXT1,1
Zinc transporter 6,Q6NXT4,1
Zinc finger CCHC domain-containing protein 8,Q6NZY4,1
Lysophospholipid acyltransferase 5,Q6P1A2,1
Parafibromin,Q6P1J9,1
Nuclear factor related to kappa-B-binding protein,Q6P4R8,1
"Oxaloacetate tautomerase FAHD1, mitochondrial",Q6P587,1
Superkiller complex protein 3,Q6PGP7,1
INO80 complex subunit C,Q6PI98,1
Mitotic deacetylase-associated SANT domain protein,Q6PJG2,1
Pre-mRNA 3'-end-processing factor FIP1,Q6UN15,1
Transmembrane protein 205,Q6UW68,1
SLP adapter and CSK-interacting membrane protein,Q6UWF3,1
Spliceosome-associated protein CWC27 homolog,Q6UX04,1
Dynamin-binding protein,Q6XZF7,1
Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2,Q6Y1H2,1
Hydroxysteroid dehydrogenase-like protein 2,Q6YN16,1
